Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Break_Out_Category,Break_Out,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_limit_Low,Confidence_limit_High,CategoryId,TopicId,IndicatorID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Gender,Female,Percentage,%,3.1,,,3,3.2,C1,T2,HC203,BOC02,GEN02,0,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,65+,Percentage,%,3.6,,,3.5,3.7,C1,T2,HC203,BOC03,AGE06,0,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,25-44,Percentage,%,1.2,,,1.1,1.4,C1,T2,HC203,BOC03,AGE04,0,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Overall,Overall,Percentage,%,2.8,,,2.8,2.9,C1,T2,HC203,BOC01,OVR01,0,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Overall,Overall,Percentage,%,2.8,,,2.7,2.9,C1,T2,HC203,BOC01,OVR01,0,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,35+,Percentage,%,2.8,,,2.7,2.9,C1,T2,HC203,BOC03,AGE07,0,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Gender,Male,Percentage,%,2.6,,,2.5,2.7,C1,T2,HC203,BOC02,GEN01,0,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,75+,Percentage,%,4.2,,,4.1,4.3,C1,T2,HC203,BOC03,AGE08,0,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,25-44,Percentage,%,1.3,,,1.2,1.5,C1,T2,HC203,BOC03,AGE04,0,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Gender,Female,Percentage,%,2.9,,,2.9,3,C1,T2,HC203,BOC02,GEN02,0,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,65+,Percentage,%,3.5,,,3.4,3.6,C1,T2,HC203,BOC03,AGE06,0,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,18-24,Percentage,%,1.6,,,1.2,2.1,C1,T2,HC203,BOC03,AGE01,0,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,45-64,Percentage,%,1.6,,,1.5,1.7,C1,T2,HC203,BOC03,AGE05,0,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Overall,Overall,Percentage,%,2.8,,,2.7,2.9,C1,T2,HC203,BOC01,OVR01,0,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,65+,Percentage,%,3.5,,,3.4,3.6,C1,T2,HC203,BOC03,AGE06,0,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Gender,Male,Percentage,%,2.6,,,2.5,2.7,C1,T2,HC203,BOC02,GEN01,0,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,75+,Percentage,%,4.2,,,4.1,4.3,C1,T2,HC203,BOC03,AGE08,0,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,18-24,Percentage,%,1.3,,,0.9,1.8,C1,T2,HC203,BOC03,AGE01,0,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,25-44,Percentage,%,1.3,,,1.2,1.4,C1,T2,HC203,BOC03,AGE04,0,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,35+,Percentage,%,2.8,,,2.7,2.9,C1,T2,HC203,BOC03,AGE07,0,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,45-64,Percentage,%,1.6,,,1.5,1.7,C1,T2,HC203,BOC03,AGE05,0,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Gender,Female,Percentage,%,3,,,2.9,3.1,C1,T2,HC203,BOC02,GEN02,0,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,25-44,Percentage,%,1.3,,,1.2,1.5,C1,T2,HC203,BOC03,AGE04,0,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,45-64,Percentage,%,1.8,,,1.7,1.8,C1,T2,HC203,BOC03,AGE05,0,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,75+,Percentage,%,4.2,,,4.1,4.4,C1,T2,HC203,BOC03,AGE08,0,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Gender,Male,Percentage,%,2.7,,,2.6,2.8,C1,T2,HC203,BOC02,GEN01,0,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,65+,Percentage,%,3.5,,,3.4,3.6,C1,T2,HC203,BOC03,AGE06,0,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,18-24,Percentage,%,1.6,,,1.2,2.1,C1,T2,HC203,BOC03,AGE01,0,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Gender,Female,Percentage,%,3,,,2.9,3.1,C1,T2,HC203,BOC02,GEN02,0,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,35+,Percentage,%,2.9,,,2.8,3,C1,T2,HC203,BOC03,AGE07,0,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Overall,Overall,Percentage,%,2.9,,,2.8,2.9,C1,T2,HC203,BOC01,OVR01,0,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Overall,Overall,Percentage,%,2.9,,,2.8,2.9,C1,T2,HC203,BOC01,OVR01,0,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,45-64,Percentage,%,1.7,,,1.7,1.8,C1,T2,HC203,BOC03,AGE05,0,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,75+,Percentage,%,4.2,,,4.1,4.3,C1,T2,HC203,BOC03,AGE08,0,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,25-44,Percentage,%,1.5,,,1.4,1.6,C1,T2,HC203,BOC03,AGE04,0,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Gender,Male,Percentage,%,2.7,,,2.7,2.8,C1,T2,HC203,BOC02,GEN01,0,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,65+,Percentage,%,3.5,,,3.5,3.6,C1,T2,HC203,BOC03,AGE06,0,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,35+,Percentage,%,2.9,,,2.8,2.9,C1,T2,HC203,BOC03,AGE07,0,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,18-24,Percentage,%,1.6,,,1.2,2.2,C1,T2,HC203,BOC03,AGE01,0,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Gender,Female,Percentage,%,3,,,2.9,3.1,C1,T2,HC203,BOC02,GEN02,0,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,45-64,Percentage,%,1.8,,,1.8,1.9,C1,T2,HC203,BOC03,AGE05,0,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,75+,Percentage,%,4.2,,,4.1,4.3,C1,T2,HC203,BOC03,AGE08,0,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,18-24,Percentage,%,1.4,,,1,1.9,C1,T2,HC203,BOC03,AGE01,0,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,65+,Percentage,%,3.6,,,3.5,3.6,C1,T2,HC203,BOC03,AGE06,0,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,25-44,Percentage,%,1.5,,,1.4,1.7,C1,T2,HC203,BOC03,AGE04,0,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Gender,Male,Percentage,%,2.8,,,2.8,2.9,C1,T2,HC203,BOC02,GEN01,0,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Gender,Female,Percentage,%,3,,,3,3.1,C1,T2,HC203,BOC02,GEN02,0,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Overall,Overall,Percentage,%,2.9,,,2.9,3,C1,T2,HC203,BOC01,OVR01,0,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,35+,Percentage,%,2.9,,,2.9,3,C1,T2,HC203,BOC03,AGE07,0,
2004,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,45-64,Percentage,%,8.8,,,8.3,9.3,C1,T4,HC301,BOC03,AGE05,0,
2004,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,65+,Percentage,%,8.3,,,7.9,8.8,C1,T4,HC301,BOC03,AGE06,0,
2004,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,35+,Percentage,%,7.6,,,7.2,8,C1,T4,HC301,BOC03,AGE07,0,
2004,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,75+,Percentage,%,7.2,,,6.9,7.6,C1,T4,HC301,BOC03,AGE08,0,
2004,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,25-44,Percentage,%,1.2,,,1.2,1.3,C1,T4,HC301,BOC03,AGE04,0,
2004,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Gender,Male,Percentage,%,9.5,,,8.9,10,C1,T4,HC301,BOC02,GEN01,0,
2004,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Gender,Female,Percentage,%,3.9,,,3.7,4.1,C1,T4,HC301,BOC02,GEN02,0,
2004,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Overall,Overall,Percentage,%,6.1,,,5.7,6.4,C1,T4,HC301,BOC01,OVR01,0,
2004,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],,,C1,T4,HC301,BOC03,AGE01,0,
2005,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,45-64,Percentage,%,8.2,,,7.6,8.7,C1,T4,HC301,BOC03,AGE05,0,
2005,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,65+,Percentage,%,7.6,,,7.2,8.1,C1,T4,HC301,BOC03,AGE06,0,
2005,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,35+,Percentage,%,7.1,,,6.6,7.5,C1,T4,HC301,BOC03,AGE07,0,
2005,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,75+,Percentage,%,6.6,,,6.3,6.9,C1,T4,HC301,BOC03,AGE08,0,
2005,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Overall,Overall,Percentage,%,5.7,,,5.3,6,C1,T4,HC301,BOC01,OVR01,0,
2005,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],,,C1,T4,HC301,BOC03,AGE01,0,
2005,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Gender,Female,Percentage,%,3.6,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],3.4,3.8,C1,T4,HC301,BOC02,GEN02,0,
2005,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,25-44,Percentage,%,1.2,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],1.1,1.3,C1,T4,HC301,BOC03,AGE04,0,
2005,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Gender,Male,Percentage,%,9,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],8.4,9.6,C1,T4,HC301,BOC02,GEN01,0,
2006,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Gender,Male,Percentage,%,9.2,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],8.6,9.8,C1,T4,HC301,BOC02,GEN01,0,
2006,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,45-64,Percentage,%,8.4,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],7.9,9,C1,T4,HC301,BOC03,AGE05,0,
2006,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,75+,Percentage,%,6.7,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],6.3,7.1,C1,T4,HC301,BOC03,AGE08,0,
2006,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,65+,Percentage,%,7.9,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],7.4,8.4,C1,T4,HC301,BOC03,AGE06,0,
2006,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,35+,Percentage,%,7.3,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],6.8,7.8,C1,T4,HC301,BOC03,AGE07,0,
2006,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Gender,Female,Percentage,%,3.7,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],3.5,3.9,C1,T4,HC301,BOC02,GEN02,0,
2006,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,25-44,Percentage,%,1.2,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],1.1,1.3,C1,T4,HC301,BOC03,AGE04,0,
2006,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Overall,Overall,Percentage,%,5.9,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],5.5,6.3,C1,T4,HC301,BOC01,OVR01,0,
2006,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],,,C1,T4,HC301,BOC03,AGE01,0,
2007,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Gender,Male,Percentage,%,7.8,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],7.4,8.4,C1,T4,HC301,BOC02,GEN01,0,
2007,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,45-64,Percentage,%,7.1,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],6.7,7.6,C1,T4,HC301,BOC03,AGE05,0,
2007,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,65+,Percentage,%,6.8,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],6.4,7.2,C1,T4,HC301,BOC03,AGE06,0,
2007,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Overall,Overall,Percentage,%,5,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],4.7,5.3,C1,T4,HC301,BOC01,OVR01,0,
2007,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],,,C1,T4,HC301,BOC03,AGE01,0,
2007,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,25-44,Percentage,%,1,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],1,1.1,C1,T4,HC301,BOC03,AGE04,0,
2007,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,35+,Percentage,%,6.2,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],5.9,6.6,C1,T4,HC301,BOC03,AGE07,0,
2007,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Age,75+,Percentage,%,5.9,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],5.6,6.2,C1,T4,HC301,BOC03,AGE08,0,
2007,US,United States,HCUP,Million Hearts,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+) (Percentage); HCUP-NIS",Gender,Female,Percentage,%,3.1,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],3,3.3,C1,T4,HC301,BOC02,GEN02,0,
